id,name,faction,type,scope,decision,changes,reason,playsBefore,playsAfter
athena_apex_city_of_reason,City of Reason,ATHENA,LAND,faction,mechanical change,"{""archetypes"": {""after"": [""URBAN""], ""before"": []}, ""developmentGoldCost"": {""after"": 1, ""before"": 0}, ""keywordValues"": {""after"": {""COVER"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""COVER""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline. Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,33,35
athena_land_strategists_domain,Strategist's Domain,ATHENA,LAND,faction,retained,{},"Retain turn-7 development: 22 HP, 4 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",37,37
athena_tutor_land_4,Pallas Deployment Field,ATHENA,LAND,faction,mechanical change,"{""archetypes"": {""after"": [""MUSTER_GROUND""], ""before"": []}, ""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""HIGH_GROUND"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""HIGH_GROUND""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",35,40
athena_tutor_land_5,Perfect Formation Ground,ATHENA,LAND,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 3, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""MUSTER_GROUND""], ""before"": []}, ""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""HIGH_GROUND"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""HIGH_GROUND""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",33,39
athena_aegis_restoration,Aegis Restoration,ATHENA,SPELL,faction,mechanical change,"{""cost"": {""after"": 2, ""before"": 3}}",Make reactive repair viable against similarly priced damage.,43,49
athena_tactical_edge,Tactical Edge,ATHENA,SPELL,faction,retained,{},"Retain 2-GP single-use effect: [{""amount"": 2, ""target"": ""FRIENDLY"", ""type"": ""BUFF_ATTACK""}]; no extra price for rarity.",39,45
athena_brace_formation,Brace Formation,ATHENA,SPELL,faction,retained,{},"Retain 3-GP single-use effect: [{""amount"": 4, ""target"": ""FRIENDLY"", ""type"": ""BUFF_DEFENSE""}]; no extra price for rarity.",39,43
athena_calculated_shot,Calculated Shot,ATHENA,SPELL,faction,retained,{},"Retain 3-GP single-use effect: [{""amount"": 4, ""target"": ""ENEMY"", ""type"": ""STRIKE_CHARACTER""}]; no extra price for rarity.",36,42
athena_expose_structural_weakness,Expose Structural Weakness,ATHENA,SPELL,faction,retained,{},"Retain 3-GP single-use effect: [{""amount"": 3, ""target"": ""ENEMY"", ""type"": ""DAMAGE_PERMANENT""}]; no extra price for rarity.",42,45
athena_apex_perfect_counterstroke,Perfect Counterstroke,ATHENA,SPELL,faction,archetype only,"{""archetypes"": {""after"": [""TACTICS""], ""before"": []}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,30,38
athena_tactical_relay_post,Tactical Relay Post,ATHENA,STRUCTURE,faction,retained,{},"Retain turn-1 development: 6 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",55,56
athena_tutor_structure_1,Aegis Cadet Hall,ATHENA,STRUCTURE,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 1, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",36,39
athena_owlwatch_tower,Owlwatch Tower,ATHENA,STRUCTURE,faction,retained,{},"Retain turn-2 development: 8 HP, 1 base income, 1 gold; paid terrain utility.",42,48
athena_aegis_projection_wall,Aegis Projection Wall,ATHENA,STRUCTURE,faction,mechanical change,"{""developmentGoldCost"": {""after"": 1, ""before"": 0}, ""keywordValues"": {""after"": {""BULWARK"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""BULWARK""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline.,41,44
athena_structure_logistics_stoa,Logistics Stoa,ATHENA,STRUCTURE,faction,retained,{},"Retain turn-3 development: 12 HP, 2 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",35,35
athena_athena_strategy_core,Athena Strategy Core,ATHENA,STRUCTURE,faction,retained,{},"Retain turn-4 development: 12 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",36,40
athena_structure_civic_ledger,Civic Ledger,ATHENA,STRUCTURE,faction,mechanical change,"{""hitPoints"": {""after"": 13, ""before"": 16}}",Free turn-4 infrastructure trades utility for moderate durability.,36,37
athena_ability_council_tower,Council Tower,ATHENA,STRUCTURE,faction,retained,{},"Retain turn-4 development: 11 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",31,34
athena_tutor_structure_2,Owlwatch Roster,ATHENA,STRUCTURE,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 1, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",33,38
athena_apex_gorgon_reflection_wall,Gorgon Reflection Wall,ATHENA,STRUCTURE,faction,archetype only,"{""archetypes"": {""after"": [""FORTRESS""], ""before"": []}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,36,36
athena_structure_panacea_annex,Panacea Annex,ATHENA,STRUCTURE,faction,retained,{},"Retain turn-6 development: 18 HP, 2 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",31,36
athena_tutor_structure_3,Strategist's Academy,ATHENA,STRUCTURE,faction,mechanical change,"{""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}, ""developmentGoldCost"": {""after"": 1, ""before"": 0}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",34,42
athena_apex_strategos_command_vault,Strategos Command Vault,ATHENA,STRUCTURE,faction,mechanical change,"{""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""WATCHTOWER"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""WATCHTOWER""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline.,42,44
athena_tutor_structure_4,Pallas Command Archive,ATHENA,STRUCTURE,faction,mechanical change,"{""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}, ""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""BULWARK"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""BULWARK""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",31,32
athena_structure_owl_of_providence,Owl of Providence,ATHENA,STRUCTURE,faction,mechanical change,"{""developmentGoldCost"": {""after"": 1, ""before"": 0}}","Late high-HP, high-income infrastructure also has a passive; add a modest utility surcharge.",34,35
athena_apex_parthenon_aegis_citadel,Parthenon Aegis Citadel,ATHENA,STRUCTURE,faction,mechanical change,"{""archetypes"": {""after"": [""FORTRESS""], ""before"": []}, ""developmentGoldCost"": {""after"": 3, ""before"": 0}, ""keywordValues"": {""after"": {""BULWARK"": {""amount"": 2, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""BULWARK""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline. Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,44,46
athena_tutor_structure_5,Athena's Heroic Council,ATHENA,STRUCTURE,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 3, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}, ""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""BULWARK"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""BULWARK""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",29,37
demo_hermes_courier,Hermes Courier,DEMO,CHARACTER,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
demo_burrower_mole,Burrower Mole,DEMO,CHARACTER,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
demo_ember_sapper,Ember Sapper,DEMO,CHARACTER,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
demo_bronze_hoplite,Bronze Hoplite,DEMO,CHARACTER,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
demo_siren_channeler,Siren Channeler,DEMO,CHARACTER,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
demo_oracle_skimmer,Oracle Skimmer,DEMO,CHARACTER,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
demo_storm_lancer,Storm Lancer,DEMO,CHARACTER,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
demo_atlas_guard,Atlas Guard,DEMO,CHARACTER,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
demo_land_a,Aether Field,DEMO,LAND,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
demo_land_c,Moonlit Grove,DEMO,LAND,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
demo_land_b,Forge District,DEMO,LAND,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
demo_sunken_archive,Sunken Archive,DEMO,LAND,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
demo_volcanic_forge,Volcanic Forge,DEMO,LAND,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
demo_skybridge,Skybridge,DEMO,LAND,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
demo_healing_sanctum,Healing Sanctum,DEMO,STRUCTURE,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
demo_structure_a,Watchtower,DEMO,STRUCTURE,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
demo_structure_b,Aegis Relay,DEMO,STRUCTURE,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
demo_ballista_nest,Ballista Nest,DEMO,STRUCTURE,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
demo_shield_generator,Shield Generator,DEMO,STRUCTURE,legacy,retained,{},"Compatibility audit: legacy DEMO/UNASSIGNED card, excluded from legal faction decks; retained unchanged.",0,0
hades_capital_house_of_hades,House of Hades,HADES,CAPITAL,faction,mechanical change,"{""capitalPassive"": {""after"": ""Start of your turn: return your most recently discarded Character to your hand."", ""before"": ""Start of your turn: return your most recently discarded Character to your hand and heal your Capital for 3.""}}",Keep character recursion; remove the additional 3-HP repair that let one passive both rebuild and stall.,0,0
hades_capital_styx_gate,Styx Gate,HADES,CAPITAL,faction,mechanical change,"{""capitalPassive"": {""after"": ""The first enemy Character you return with a Spell each turn refunds 2 GP."", ""before"": ""Your first Spell each turn refunds 1 GP; returning an enemy Character restores 1 more.""}}",Replace generic spell rebate plus unbounded return rebates with 2 GP for the first enemy return each global turn; specialize in bounce.,0,0
hades_capital_tartarus_vault,Tartarus Vault,HADES,CAPITAL,faction,retained,{},Retain the 20-HP Capital and its conditional faction role: The first friendly Permanent destroyed each turn heals another damaged friendly Permanent for 5.,0,0
hades_styx_ferryman_drone,Styx Ferryman Drone,HADES,CHARACTER,faction,mechanical change,"{""movement"": {""after"": 4, ""before"": 3}}",Give the utility-free starter a movement niche.,118,119
hades_cerberus_gate_pup,Cerberus Gate Pup,HADES,CHARACTER,faction,retained,{},"Retain 2 GP: A2/D3, movement 3, range 1; keyword specialization VANGUARD.",52,55
hades_keyword_grave_skulker,Grave Skulker,HADES,CHARACTER,faction,retained,{},"Retain 2 GP: A3/D1, movement 2, range 1; keyword specialization MOLE.",86,59
hades_gravecode_collector,Gravecode Collector,HADES,CHARACTER,faction,retained,{},"Retain 2 GP: A3/D2, movement 2, range 1; keyword specialization MOLE.",102,68
hades_shade_packet,Shade Packet,HADES,CHARACTER,faction,mechanical change,"{""cost"": {""after"": 2, ""before"": 1}}",Ranged Mole deployment and 2 Attack exceed the 1-GP slot.,126,74
hades_erebus_sniper,Erebus Sniper,HADES,CHARACTER,faction,retained,{},"Retain 3 GP: A3/D2, movement 2, range 3; stats-only body.",123,92
hades_fast_final_breath,Final Breath,HADES,CHARACTER,faction,mechanical change,"{""attack"": {""after"": 5, ""before"": 4}}",Reward its 1-Defense fragility relative to other Fast Strike units.,87,76
hades_persephones_root_witch,Persephone's Root-Witch,HADES,CHARACTER,faction,retained,{},"Retain 3 GP: A2/D4, movement 2, range 2; keyword specialization MOLE.",82,68
hades_keyword_shade_ferryman,Shade Ferryman,HADES,CHARACTER,faction,retained,{},"Retain 3 GP: A3/D2, movement 3, range 1; keyword specialization FAST_STRIKE.",85,88
hades_stygian_reclaimer,Stygian Reclaimer,HADES,CHARACTER,faction,retained,{},"Retain 4 GP: A4/D4, movement 2, range 1; stats-only body.",155,149
hades_thanatos_execution_frame,Thanatos Execution Frame,HADES,CHARACTER,faction,retained,{},"Retain 4 GP: A5/D3, movement 3, range 1; stats-only body.",87,79
hades_cerberus_tri_core,Cerberus Tri-Core,HADES,CHARACTER,faction,archetype only,"{""archetypes"": {""after"": [""BEAST""], ""before"": []}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,54,42
hades_ability_graveflash,Graveflash Assassin,HADES,CHARACTER,faction,retained,{},"Retain 5 GP: A6/D3, movement 3, range 1; keyword specialization FAST_STRIKE.",69,80
hades_keyword_styx_burrower,Styx Burrower,HADES,CHARACTER,faction,mechanical change,"{""defense"": {""after"": 3, ""before"": 4}}","Fast, high-attack Mole should remain vulnerable once revealed.",31,28
hades_sharp_styx_overwatch,Styx Overwatch,HADES,CHARACTER,faction,retained,{},"Retain 5 GP: A5/D3, movement 2, range 2; keyword specialization SHARP_SHOT.",33,36
hades_keyword_erebus_reaper,Erebus Reaper,HADES,CHARACTER,faction,retained,{},"Retain 6 GP: A7/D5, movement 3, range 1; keyword specialization FAST_STRIKE.",79,83
hades_lethe_memory_thief,Lethe Memory Thief,HADES,CHARACTER,faction,mechanical change,"{""cost"": {""after"": 6, ""before"": 5}}",Range 3 plus Blink needs a mobility surcharge.,74,54
hades_siege_tombbreaker,Tombbreaker,HADES,CHARACTER,faction,retained,{},"Retain 6 GP: A7/D4, movement 2, range 1; keyword specialization SIEGE.",38,41
hades_underworld_colossus,Underworld Colossus,HADES,CHARACTER,faction,retained,{},"Retain 6 GP: A6/D7, movement 1, range 1; keyword specialization VANGUARD.",51,45
hades_hades_black_crown,Hades Black Crown,HADES,CHARACTER,faction,retained,{},"Retain 7 GP: A7/D6, movement 2, range 2; keyword specialization MOLE.",54,48
hades_apex_persephone_underworld_queen,Persephone Underworld Queen,HADES,CHARACTER,faction,retained,{},"Retain 8 GP: A7/D9, movement 2, range 3; keyword specialization MOLE.",50,53
hades_keyword_tartarus_colossus,Tartarus Colossus,HADES,CHARACTER,faction,retained,{},"Retain 8 GP: A9/D7, movement 2, range 1; keyword specialization MOLE.",41,32
hades_apex_cerberus_omega,Cerberus Omega,HADES,CHARACTER,faction,archetype only,"{""archetypes"": {""after"": [""BEAST""], ""before"": []}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,42,45
hades_apex_thanatos_final_form,Thanatos Final Form,HADES,CHARACTER,faction,retained,{},"Retain 10 GP: A11/D9, movement 3, range 2; keyword specialization BLINK.",42,39
hades_styx_transit_channel,Styx Transit Channel,HADES,LAND,faction,retained,{},"Retain turn-1 development: 5 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",59,59
hades_asphodel_server_field,Asphodel Server Field,HADES,LAND,faction,retained,{},"Retain turn-1 development: 7 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",64,59
hades_erebus_undercity,Erebus Undercity,HADES,LAND,faction,retained,{},"Retain turn-1 development: 8 HP, 1 base income, 1 gold; paid terrain utility.",61,60
hades_land_unmarked_crossing,Unmarked Crossing,HADES,LAND,faction,mechanical change,"{""hitPoints"": {""after"": 7, ""before"": 8}}",Keep a free turn-1 option while reducing the strict durability upgrade over earlier lands.,37,39
hades_ability_ashen_crossing,Ashen Crossing,HADES,LAND,faction,retained,{},"Retain turn-2 development: 6 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",38,34
hades_land_asphodel_lease,Asphodel Lease,HADES,LAND,faction,mechanical change,"{""developmentGoldCost"": {""after"": 1, ""before"": 0}, ""keywordValues"": {""after"": {""ARCHIVE"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""ARCHIVE""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline.,40,38
hades_gate_of_the_dead_grid,Gate of the Dead Grid,HADES,LAND,faction,retained,{},"Retain turn-2 development: 10 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",49,49
hades_tutor_land_1,Shadeburrow Passage,HADES,LAND,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 1, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""MUSTER_GROUND""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",40,40
hades_tutor_land_2,Grave-Rush Crossing,HADES,LAND,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 1, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""MUSTER_GROUND""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",36,37
hades_land_erebus_claim,Erebus Claim,HADES,LAND,faction,mechanical change,"{""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""ARCHIVE"": {""amount"": 2, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""ARCHIVE""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline.,40,38
hades_tutor_land_3,Stygian Muster Bank,HADES,LAND,faction,mechanical change,"{""archetypes"": {""after"": [""MUSTER_GROUND""], ""before"": []}, ""developmentGoldCost"": {""after"": 1, ""before"": 0}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",37,42
hades_land_fields_beyond_styx,Fields Beyond Styx,HADES,LAND,faction,retained,{},"Retain turn-7 development: 21 HP, 4 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",38,37
hades_apex_necropolis_root_server,Necropolis Root Server,HADES,LAND,faction,mechanical change,"{""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""ARCHIVE"": {""amount"": 2, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""ARCHIVE""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline.,39,40
hades_tutor_land_4,Tartarean Calling Ground,HADES,LAND,faction,mechanical change,"{""archetypes"": {""after"": [""MUSTER_GROUND""], ""before"": []}, ""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""ARCHIVE"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""ARCHIVE""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",38,38
hades_tutor_land_5,Final Procession,HADES,LAND,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_STRUCTURE"", ""gpCost"": 3, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""MUSTER_GROUND""], ""before"": []}, ""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""ARCHIVE"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""ARCHIVE""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",39,39
hades_deathly_vigor,Deathly Vigor,HADES,SPELL,faction,mechanical change,"{""cost"": {""after"": 2, ""before"": 3}}",Match the price of other temporary +2 Attack spells.,43,46
hades_shroud_of_erebus,Shroud of Erebus,HADES,SPELL,faction,retained,{},"Retain 2-GP single-use effect: [{""amount"": 3, ""target"": ""FRIENDLY"", ""type"": ""BUFF_DEFENSE""}]; no extra price for rarity.",49,48
hades_grave_pressure,Grave Pressure,HADES,SPELL,faction,retained,{},"Retain 4-GP single-use effect: [{""amount"": 4, ""target"": ""ENEMY"", ""type"": ""DAMAGE_PERMANENT""}]; no extra price for rarity.",49,46
hades_apex_lethe_absolute,Lethe Absolute,HADES,SPELL,faction,mechanical change,"{""archetypes"": {""after"": [""NECROMANCY""], ""before"": []}, ""cost"": {""after"": 4, ""before"": 6}}",Same unconditional return effect as Lethe's Embrace; match its cost. Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,46,45
hades_lethes_embrace,Lethe's Embrace,HADES,SPELL,faction,retained,{},"Retain 4-GP single-use effect: [{""amount"": 1, ""target"": ""ENEMY"", ""type"": ""RETURN_CHARACTER""}]; no extra price for rarity.",47,46
hades_soul_sever,Soul Sever,HADES,SPELL,faction,retained,{},"Retain 4-GP single-use effect: [{""amount"": 5, ""target"": ""ENEMY"", ""type"": ""STRIKE_CHARACTER""}]; no extra price for rarity.",41,41
hades_apex_crown_of_the_unquiet,Crown of the Unquiet,HADES,SPELL,faction,mechanical change,"{""archetypes"": {""after"": [""NECROMANCY""], ""before"": []}, ""cost"": {""after"": 5, ""before"": 6}}",Discount temporary single-unit attack support relative to permanent removal. Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,43,41
hades_apex_erebus_null_shroud,Erebus Null Shroud,HADES,SPELL,faction,mechanical change,"{""archetypes"": {""after"": [""NECROMANCY""], ""before"": []}, ""cost"": {""after"": 5, ""before"": 6}}",Keep the equivalent defensive effect on the same price tier. Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,46,46
hades_apex_final_passage,Final Passage,HADES,SPELL,faction,archetype only,"{""archetypes"": {""after"": [""NECROMANCY""], ""before"": []}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,45,37
hades_apex_tomb_of_all_systems,Tomb of All Systems,HADES,SPELL,faction,archetype only,"{""archetypes"": {""after"": [""NECROMANCY""], ""before"": []}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,48,47
hades_obol_archive,Obol Archive,HADES,STRUCTURE,faction,retained,{},"Retain turn-1 development: 5 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",64,59
hades_cerberus_gate_node,Cerberus Gate Node,HADES,STRUCTURE,faction,retained,{},"Retain turn-2 development: 8 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",61,57
hades_tutor_structure_1,Shade Passage Bell,HADES,STRUCTURE,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 1, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",57,55
hades_lethe_reservoir,Lethe Reservoir,HADES,STRUCTURE,faction,retained,{},"Retain turn-3 development: 9 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",48,43
hades_structure_obol_counting_house,Obol Counting House,HADES,STRUCTURE,faction,retained,{},"Retain turn-3 development: 11 HP, 2 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",38,41
hades_structure_chthonic_registry,Chthonic Registry,HADES,STRUCTURE,faction,mechanical change,"{""hitPoints"": {""after"": 12, ""before"": 15}}",Free turn-4 infrastructure trades utility for moderate durability.,41,39
